Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU033V50TXBX,03/01/2020,Activité sportive,Base canoë-kayak et paddle de Coutras,,,Site du Frais Rivage,,33230,COUTRAS,33138,,+33 6 43 41 96 60,,http://www.coutras.fr,-0.1319217,45.0395061,Oui,"
",Canoé kayak # Stand-up-paddle-board,,,,01/06/2020|31/08/2020|||||,,,,,
ASCAQU040V500RK0,03/01/2020,Activité sportive,"Base de Loisirs -Catamarans, kayak et paddle",,,Plage du Courant,,40200,MIMIZAN-PLAGE,40184,,+33 7 85 41 87 15,,,-1.2890559,44.2101537,Oui,"
",Catamaran # Canoé kayak # Stand-up-paddle-board,,,,01/05/2020|31/10/2020|||||,"Tarif de base|||/heure pédalos, paddles,canoés,kayaks # Tarif de base|||/heure catamarans éléctriques",,,,
LOIAQU024FS00060,03/01/2020,Base de loisirs # Lac/Site de pêche # Mini-golf # Plage surveillée,Base de loisirs de Chandos,,,avenue André Malraux,,24700,MONTPON-MENESTEROL,24294,+33 5 53 82 23 77,,,,0.16346454,45.012753499999995,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU040FS00015,03/01/2020,Base de loisirs # Parc à thèmes # Parc aquatique # Plage surveillée,Base de loisirs de la Saucille ,96 Rue du vieux port,,,Site de la Saucille,40250,MUGRON,40201,+33 5 58 97 98 50,+33 7 85 69 81 77,lasaucille@gmail.com,,-0.7537651,43.759417299999996,Oui,"
",,,,,,Tarif de base|||Parc Aquatique # Gratuit|||Parc Aquatique Enfant -5 ans # Tarif de base|||Récréa'Park # Tarif de base|||Parc Aquatique + Récréa'Park,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU024V500LXS,17/01/2020,Aire de pique-nique # Base de loisirs # Boulodrome # Jeux pour enfants # Lac/Site de pêche # Mur d'escalade # Plage surveillée # Pontons handi-pêche # Slack lines,Base de Loisirs de Rouffiac,Rouffiac,,,,24270,ANGOISSE,24008,+33 5 53 52 68 79,,rouffiac@semitour.com,http://www.rouffiac-loisirs.com/,1.16543629,45.41436220000001,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,01/03/2020|30/11/2020|||||,"Tarif de base|14,00||Téléski nautique # Tarif de base|11,00||accro park",,,Aire de pique-nique # Restauration,Espace jeux # Wifi
LOIAQU064FS000EO,03/01/2020,Aire de pique-nique # Base de loisirs # Boulodrome # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Parcours de santé # Plage surveillée # Pontons handi-pêche # Terrain(s) de tennis,Base de loisirs d'Orthez-Biron,,,Avenue Marcel Paul,,64300,ORTHEZ,64430,+33 5 59 60 55 06,,tourisme@cc-lacqorthez.fr,http://www.cc-lacqorthez.fr,-0.7195746999999999,43.4586059,Oui,"
",,,,,01/01/2020|31/12/2020|06:00|||22:00|,"Gratuit|0,00||",Visite libre,,Aire de pique-nique # Bar # Restauration,Espace jeux
ASCAQU064FS000OE,20/01/2020,Activité sportive,Base de loisirs du lac,,,RD 918,,64310,SAINT-PEE-SUR-NIVELLE,64495,+33 5 59 54 18 48 # +33 5 59 54 10 19,,contact@senpere64.fr,http(s)://www.saintpeesurnivelle.fr,-1.5216063999999998,43.3464033,Oui,"
",Canoé kayak # Tennis # Stand-up-paddle-board # Pêche,,,,27/06/2020|06/09/2020|||||,"Tarif de base|10,00|15,00|Pédalos # Tarif de base|9,00|13,00|Standuppaddle # Tarif de base|10,00|10,00|Canoé # Tarif de base|8,00|8,00|Kayak # Tarif de base|13,00|81,00|Tennis",,,Espace jeux,
LOIAQU047FS00040,21/01/2020,Aire de pique-nique # Base de loisirs # Casino # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Parcours de santé # Plage surveillée # Pontons handi-pêche,Base de loisirs du Lac de Clarens,,,Route de Mont de Marsan,,47700,CASTELJALOUX,47052,+33 5 53 93 48 00,,,,0.07209777,44.2952885,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|2,50|2,50|Personnes à partir de 13 ans du 30 juin au 1e septembre # Gratuit|||De septembre à fin juin, et enfants jusqu'à 12 ans du 30 juin au 1er septembre",,,Aire de pique-nique # Bar # Restauration # Sentier de randonnée,Espace jeux
LOIAQU040FS000AS,03/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Parcours de santé # Plage surveillée,Base de Loisirs du Marsan,"D824 lieu dit ""Ménasse""",,,,40280,SAINT-PIERRE-DU-MONT,40281,+33 5 58 05 87 37,,contact@lemarsantourisme.fr,http://www.basedeloisirsdumarsan.fr ,-0.5354772,43.8814809,Oui,"
",,,,Accueil Vélo # Scandibérique,,,,,Aire de pique-nique # Bar # Restauration,Espace jeux
LOIAQU033FS0002E,06/01/2020,Aire de pique-nique # Base de loisirs # Halte nautique # Lac/Site de pêche # Parcours de santé # Plage non surveillée,Base de loisirs et halte nautique de Saint-Seurin-sur-l'Isle,,,Rue Henry de Monfred,,33660,SAINT-SEURIN-SUR-L'ISLE,33478,+33 5 57 49 73 48,+33 6 88 02 24 87 # +33 6 73 57 03 56,contact@ckc-st-seurin.fr,http://www.ckc-st-seurin.fr,-0.0009226000000000001,45.0178654,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,Espace jeux
LOIAQU064V5012AE,28/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Parc aquatique # Plage surveillée # Tremplin,Base de Pop,,Lac des Arroques,136 chemin du lac,,64520,GUICHE,64250,+33 5 59 58 78 34,,contact@basedepop.fr,http://www.basedepop.fr,-1.1847291000000002,43.500033,Oui,"
",,,,Qualité Tourisme,30/05/2020|20/09/2020|||||,"Tarif de base|10,00|23,00|Accr'eau Park # Tarif de base|15,00|29,00|Water Jump # Tarif réduit|22,00|35,00|Combo : accr'eau park + water jump # Tarif de base|10,00|10,00|Locations stand-up paddle, kayak, barque - Personne sup :  +3€ # Tarif réduit|35,00|35,00|Forfait journée # Gratuit|0,00|0,00|Baignade surveillée # Tarif de groupe|||Tarifs réduits pour enfants de moins de 1,50m, groupe de plus de 15 personnes.",Visite libre,,Accessible en poussette # Aire de pique-nique # Bar # Parking autocar # Restauration,Boutique # Espace jeux
ASCAQU064V5AE2DT,03/01/2020,Activité sportive,Base Fédérale Hendaye,,,Boulevard de la Baie de Txingudi,Zone Technique du Port de Pêche,64700,HENDAYE,64260,+33 5 59 48 07 18,,centre@plongee-hendaye.net,http://www.plongee-hendaye.net/,-1.772563,43.369254299999994,Non,"
",Plongée,,,,01/01/2020|31/12/2020|||||,"Tarif de base|60,00||Formation Secourisme PSC1",,,Parking # Salle(s) de réunion,
ASCAQU047V502UF9,28/01/2020,Activité sportive,Base Loisirs du Livradais,,,6 voie communale de Renat,Saint-Martin,47110,SAINTE-LIVRADE-SUR-LOT,47252,,+33 7 83 52 49 64,aviron-saint-livradais@orange.fr # rattier.christian@orange.fr,http://www.avironsaintlivradais.fr/base-de-loisirs # www.avironsaintlivradais.fr # avironsaintlivradais.fr,0.58876094,44.4043808,Oui,"
",Canoé kayak # Canoé kayak # Aviron # Aviron # Aviron # Aviron # Cyclotourisme # Cyclotourisme # Stand-up-paddle-board # Stand-up-paddle-board,,,,01/06/2020|30/09/2020||||| # 01/07/2020|31/08/2020|||14:00|19:00|,"Tarif de base|6,00||location de canoës 2/3 places, paddle, aviron à partir de 6 € # Tarif de base|20,00|25,00|pédalos 4 places avec toboggan 1h00 et 2h00 # Tarif de base|10,00|15,00|location VTC 1/2  jourrnée et journée # Tarif de base|15,00|20,00|randonnée canoës de 6 à 17 kms # Tarif de base|10,00|15,00|tarif enfants (7-12 ans)  - randonnée canoës de 6 à 17 kms",,,,Location de vélos
ASCAQU047FS0004C,28/01/2020,Activité sportive,Base municipale de Rogé,,,,La Grâce,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 70 48 13,+33 6 80 38 47 76,,,0.76792716,44.3995096,Oui,"
",Canoé kayak # Equitation # Tir à l’arc # Escrime # Ping-pong # Stand-up-paddle-board,,,,01/01/2020|31/12/2020|09:00|12:00|14:00|17:00|,,,,,
ASCAQU040FS000MD,10/01/2020,Activité sportive,Base nautique : Paddle et canoë,,,Avenue de la Plage Camping Les Pins Bleus,,40530,LABENNE,40133,+33 5 59 45 41 13,,camping@lespinsbleus.com,http://www.lespinsbleus.com,-1.4569973,43.603516,Oui,"
",Canoé kayak # Stand-up-paddle-board,,,,,Tarif de base|||Location canoë 3 personnes # Tarif de base|||location paddle 1 personne # Tarif de base|||balade en paddle accompagnée,,,Bar # Espace jeux # Restauration,Location de vélos # Wifi
ASCAQU047FS0004D,28/01/2020,Activité sportive,Base nautique de l'aviron,,,Quai d'Alsace,,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 49 18 27,+33 7 88 69 35 85,aviron.villeneuvois@gmail.com,http://www.aviron-villeneuvois.com,0.70192337,44.4069294,Oui,"
",Aviron # Canoé kayak # Motonautisme (bateau à moteur),,,,01/05/2020|30/06/2020||||| # 01/07/2020|31/08/2020|10:00|||18:00| # 01/09/2020|31/10/2020|||||,"Tarif de base|6,00|10,00|location canoë # Tarif de base|15,00|20,00|rando canoë, aviron et pédalos # Tarif de base|25,00|180,00|location bateau électrique à l'heure jusqu'à la journée",,,,
ASCAQU040V508TCX,13/01/2020,Activité sportive,Base nautique La Marquèze,,, 2535 chemin de Halage,Pont de la Marquèze,40300,JOSSE,40129,,+33 7 85 26 23 29,base.nautique.lamarqueze@gmail.com,http://www.base-nautique-lamarqueze.com/,-1.2265946,43.6299372,Oui,"Faune - flore # Jeux / Jeux de société # Patrimoine
",Motonautisme (bateau à moteur) # Canoé kayak # Vélo électrique,,,Accueil Vélo # Scandibérique,15/04/2020|15/10/2020|||||,Tarif de base|||PRIX PAR BATEAU # Tarif de base|||Location canoë (adultes) # Tarif réduit|||Location Canoë (enfant <12 ans). # Tarif de groupe|||-20% 8 PERS pour canoes # Tarif de base|||tarif etudiant canoe # Tarif de groupe|||tarif groupe(21 personnes)pour 3 bateaux,,,Bar # Restauration,Location de vélos
LOIAQU033FS000B5,20/01/2020,Piscine # Plage surveillée,Bassin de baignade d'Audenge,,,Port d'Audenge,,33980,AUDENGE,33019,+33 5 56 03 81 50 # +33 5 56 26 95 12,,,,-1.0208004000000002,44.6782775,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Restauration,Espace jeux
LOIAQU033FS000B6,06/01/2020,Piscine # Plage surveillée,Bassin de baignade de Lanton,,,Route de la Plage,,33138,LANTON,33229,+33 5 56 03 86 00 # +33 5 57 70 70 41,,,,-1.044259,44.7000654,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,
ASCAQU033V50P7PE,22/01/2020,Activité sportive,Bassin Loc Boat ,,,Jetée du Grand Piquey,Grand Piquey,33970,LEGE-CAP-FERRET,33236,,+33 7 70 48 16 94,bassinlocboat@hotmail.com,,-1.2139853,44.7158064,Oui,"
",Bouées tractées # Wake board,,,,01/03/2020|31/10/2020|||||,,,,,
ASCAQU033V50OWL0,22/01/2020,Activité sportive,Bassin Loc Boat,,,Jetée du Grand Piquey,Grand Piquey,33970,LEGE-CAP-FERRET,33236,,+33 7 70 48 16 94,bassinlocboat@hotmail.com,,-1.2139853,44.7158064,Oui,"
",Motonautisme (bateau à moteur),,,,01/03/2020|31/10/2020|||||,"Tarif de base|160,00|320,00|la journée",,,,
ASCAQU033V507Y3A,22/01/2020,Activité sportive,Bat Marine,,,Allée du Teinturin,Port de La Vigne,33970,LEGE-CAP-FERRET,33236,+33 5 56 60 19 79,,batmarine@wanadoo.fr,http://www.batmarine.fr,-1.2293465000000001,44.7004776,Oui,"
",Motonautisme (bateau à moteur),,,,01/01/2020|31/12/2020|||||,"Tarif de base|470,00|3100,00|",,,,
ASCAQU040FS0017U,03/01/2020,Activité sportive,Bateau électrique ,,,Quartier Woolsack,,40200,MIMIZAN,40184,+33 5 58 82 41 82,,basenautiquemimizan@yahoo.fr,http://www.cercle-nautique-mimizan.org ,-1.2224864,44.223059899999996,Oui,"
",Motonautisme (bateau à moteur),,,,01/07/2020|31/08/2020|||||,,,,Aire de pique-nique # Bar # Parking,
ASCAQU064FS000JM,03/01/2020,Activité sportive,Bateau Hendayais II - Pêche en Mer,,Embarquement ponton navettes maritimes,Port de Plaisance - Ponton O,Avenue des Mimosas,64700,HENDAYE,64260,,+33 6 50 67 03 44,contact@hendayais.com,http://www.hendayais.com,-1.7856484000000001,43.3701173,Oui,"
",Pêche en mer,Croisières maritimes,,,,Tarif de base|||Pêche en mer,,,,
ASCAQU064FS0004S,03/01/2020,Activité sportive,Bateau Le Nivelle ,,,Port de Saint Jean de Luz,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 09 73 61 81,luzcroisiere@gmail.com,http://www.croisiere-saintjeandeluz.com/fr/peche-en-mer,-1.6647076,43.387382200000005,Oui,"
",Pêche en mer # Motonautisme (bateau à moteur),,,,,Tarif de base|||Promenade en mer,,,,
ASCAQU040FS0003U,14/01/2019,Activité sportive # Formule itinérante,Bateau Le Roben,,,Port - Ponton B,Avenue du Président Georges Pompidou,40130,CAPBRETON,40065,+33 6 25 90 37 79,,,http://www.leroben.fr,-1.4395201000000002,43.6535435,Oui,"
",Pêche en mer,Bateaux à moteur habitables # Croisières maritimes,,,,,,,,
ASCAQU064V506EBT,03/01/2020,Activité sportive,Bateau Ordagna,,,Port,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 42 70 61 67,ordagna94@orange.fr,,-1.6658819999999999,43.3875129,Oui,"
",Pêche en mer,,,,01/01/2020|31/12/2020|||||,,,,,
ASCAQU033V50PF26,30/01/2020,Activité sportive,Bateau-Taxi Le Passant,,,Débardadère Bélisaire,Cap Ferret,33970,LEGE-CAP-FERRET,33236,,+33 6 68 08 56 78,lepassant3@orange.fr,http://www.imcconseil.fr/btpassant ,-1.229596,44.698421,Non,"
",Motonautisme (bateau à moteur),,,,01/03/2020|31/12/2020|||||,"Tarif de base|450,00|800,00|",,,,
ASCAQU033V50C3AM,03/01/2020,Activité sportive,Bateau-Taxi Le Passeur,,,,,33120,ARCACHON,33009,,+33 7 63 64 74 74,lepasseur.bateautaxi@gmail.com,http://www.taxi-bateau-bassindarcachon.com,-1.1785016000000001,44.652297,,"
",Motonautisme (bateau à moteur),,,,01/01/2020|31/12/2020|||||,"Tarif de base|50,00|144,00|Aller simple 50€ (1 à 5 pers) + 10€ /pers supplémentaire - (maximum 12 pers) # Tarif de base|90,00|264,00|Aller-Retour 90€ (1 à 5 pers) + 18€ /pers supplémentaire - (maximum 12 pers) # Tarif de base|150,00|360,00|Journée Dune ou Journée Banc d'Arguin 150€ (1 à 5 pers) + 30€(pers sup) maxi 12  # Tarif de base|100,00|100,00|Location à l'heure et Privatisation du bateau 100€/H",,,,Transport de bagages
ASCAQU033V50OV6K,30/01/2020,Activité sportive,Bateau-Taxi Le Passeur,,,Débarcadère Bélisaire,Cap Ferret,33970,LEGE-CAP-FERRET,33236,,+33 7 63 64 74 74,lepasseur.bateautaxi@gmail.com,http://www.taxi-bateau-bassindarcachon.com,-1.229596,44.698421,Non,"
",Motonautisme (bateau à moteur),,,,01/01/2020|31/12/2020|||||,"Tarif de base|100,00||pour une heure",,,,
ASCAQU033V50OVUG,22/01/2020,Activité sportive,Bat'Express,,,Jetée du Cap Ferret,Cap Ferret,33970,LEGE-CAP-FERRET,33236,,+33 6 64 04 04 01,batexpress0@gmail.com,http://www.batexpress.fr,-1.2403353000000001,44.6544162,Oui,"
",Motonautisme (bateau à moteur),,,,01/01/2020|31/12/2020|||||,,,,,
ASCAQU033V50JOJC,22/01/2020,Activité sportive,Batolocap,,,Plage du Centre,Cap Ferret,33970,LEGE-CAP-FERRET,33236,,+33 6 87 78 10 40,batolocap@gmail.com,http://www.batolocap.com,-1.2422153,44.651527200000004,Oui,"
",Motonautisme (bateau à moteur),,,,01/04/2020|31/10/2020|||||,"Tarif de base|200,00|400,00|la journée",,,,
LOIAQU033FS000B2,06/01/2020,Plage surveillée,Bègles Plage,,,Plaine des Sports,,33130,BEGLES,33039,+33 5 56 85 01 12 # +33 5 57 96 96 78,,sports@mairie-begles.fr,http://www.mairie-begles.fr/?p=54,-0.5369781,44.8026666,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique,Espace jeux
ASCAQU064V59V2F7,03/01/2020,Activité sportive,Benb Surf School,,,675 route des plages,Quartier Acotz,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 12 21 78 46,freesurf64@gmail.com,www.benbsurfschool.com,-1.6221788000000001,43.4197449,Oui,"
",Surf # Surf # Surf # Surf # Surf # Surf # Surf # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board,,,,,,,,Accessible en poussette # Parking,
ASCAQU064FS0005G,13/01/2020,Activité sportive,Biarritz Association Surf Club,,Centre de glisse Plage de la Milady,Plage de la Milady,,64200,BIARRITZ,64122,+33 5 59 23 24 42,+33 6 80 36 47 35,bascs@wanadoo.fr,http://www.surfingbiarritz.com,-1.5725898,43.4669988,Oui,"
",Surf # Surf # Surf # Surf,,,Ecole Française de Surf # Handi Surf,06/01/2020|13/12/2020|||||,"Tarif de base|40,00|400,00|FORMULES",,,,
ASCAQU064V526MT4,03/01/2020,Activité sportive,Biarritz Eco Surf School,,Plage de Marbella,,,64200,BIARRITZ,64122,+33 6 41 08 81 13,+33 6 41 08 81 13,biarritzecosurfschool@gmail.com,http://www.biarritzecosurfschool.com/,-1.572552,43.467861,Oui,"Gastronomie
",Surf,Croisières maritimes,,,01/01/2020|31/12/2020|||||,"Tarif de groupe|40,00|230,00|nous contacter pour un devis personnalisé",,,Bar # Espace jeux # Restauration,
ASCAQU064FS000DB,22/01/2020,Activité sportive,Biarritz Paradise Surf School,,,8 passage Latuille,,64200,BIARRITZ,64122,+33 5 59 23 78 36,+33 6 14 76 01 18,biarritzparadisesurfschool@yahoo.fr,http://www.biarritzparadisesurfschool.com ,-1.5622428999999998,43.4745504,,"
",Surf # Surf # Surf # Surf # Surf,,,,01/01/2020|31/12/2020|||||,"Tarif de base|40,00|45,00|cours de surf en groupe 1h30 # Tarif de base|70,00|80,00|Formule week-end : 2 cours de surf de 1h30 # Tarif de base|100,00|120,00|Cours particulier d'1h # Tarif de base|105,00|330,00|Stage de surf # Tarif de groupe|35,00|240,00|Formule Groupe # Tarif de base|40,00|130,00|Paddle # Tarif de base|185,00|275,00|Stage perfectionnement",,,,
ASCAQU064V526ASZ,03/01/2020,Activité sportive,Biarritz Surf Océan,,Plage du Miramar,,,64200,BIARRITZ,64122,,+33 6 84 20 65 46,contact@biarritzsurfocean.com,,-1.5546777,43.4876979,Oui,"
",Surf,,,Ecole Française de Surf,01/01/2020|31/12/2020|||||,"Tarif de base|45,00|45,00| Cours 1h30 avec location de matériel et assurance. # Tarif de base|85,00|85,00| 2 séances # Tarif de base|115,00|115,00|3 séances # Tarif de base|190,00|190,00|5 séances # Tarif de base|360,00|360,00|Stage intensif 10 séances ",,,,
ASCAQU064FS0005K,29/01/2020,Activité sportive,Biarritz Surf Training,,,102 rue Pierre de Chevigné,,64200,BIARRITZ,64122,+33 5 59 23 15 31,+33 6 23 32 66 64,info@surftraining.com,http://www.surftraining.com,-1.5671058,43.477506899999995,Oui,"
",Surf # Surf # Surf # Surf,,,Qualité Tourisme,01/01/2020|31/12/2020|||||,"Tarif de base|40,00|340,00|",,,,
ASCAQU064FS000L1,03/01/2020,Activité sportive,Bidart Surf Academy,,Plage d'Ilbarritz,Avenue du Lac,,64210,BIDART,64125,,+33 6 60 84 48 16,bidartsurfacademy@gmail.com,http://www.bidartsurfacademy.com,-1.5774795,43.4604225,Oui,"
",Surf # Surf # Surf # Surf # Surf # Surf # Surf # Surf,,,Ecole Française de Surf,,Tarif de base|||Cours collectifs (1h30) # Tarif de base|||Cours individuel (1h) # Tarif réduit|||Cours crevettes -10ans # Tarif de base|||Cours perfectionnement (1h) # Tarif de base|||Stand up - paddle (1h),,,Restauration # Salle hors sac,Location de vélos
ASCAQU064FS000FF,03/01/2020,Activité sportive,Bidarteko Surf Club,,Plage du Centre,Rue de la Plage,,64210,BIDART,64125,,+33 6 15 66 15 80 # +33 6 18 21 05 56,bidarteko.surfclub@laposte.net,http://www.bidarteko.com,-1.5961074,43.4367789,Oui,"
",Surf # Surf # Surf # Surf # Bodyboard # Bodyboard,,,Handi Surf,,Tarif de base|||Initiation - Cours collectif 1h30 # Tarif de base|||3 séances d'1h30 # Tarif de base|||Grommets (4-10ans) : 1h/jour (5jours) # Tarif de base|||1h30/jour (5jours),,,,
ASCAQU033FS000CE,03/01/2020,Activité sportive,Big Mama Surf School,,,4 boulevard du Maréchal Franchet d'Espérey,,33680,LACANAU,33214,,+33 6 98 20 83 06,bigmamasurfschool@gmail.com,http://www.ecole-surf-lacanau.com,-1.195085,45.0076412,Oui,"
",Surf,,,Famille Plus,01/04/2020|03/11/2020|08:00|||20:00|,"Tarif de base|33,00|35,00|Découverte 1 x 2h # Tarif de base|64,00|68,00|Big Découverte 2 x 2h",,,,
ASCAQU040V5084C0,07/01/2020,Activité sportive,Biscaradise,,,7 rue des arbouses - La Palombaggia,,40600,BISCARROSSE,40046,,+33 6 33 72 07 16,biscaradise@gmail.com,http://www.biscaradise.com/,-1.2543275,44.4459473,Oui,"
",Surf # Surf # Surf,,,,01/04/2020|05/11/2020|||||,,,,,
ASCAQU040FS0008V,03/01/2020,Activité sportive,Biscarrosse Nautic,,,125 Rue de la Tanche,,40600,BISCARROSSE,40046,+33 5 58 09 85 00,+33 6 03 53 23 61,t.darmusie@cnbarcachon.com,https://cnbarcachon.com/location-bateau-biscarrosse/,-1.1760985000000002,44.429486600000004,Oui,"
",Motonautisme (bateau à moteur),,,,01/07/2020|01/09/2020|||||,,,,,
ASCAQU033FS00052,03/01/2020,Activité sportive,BO & Co - Ecole de Surf et de Bodyboard,,Plage Nord,Boulevard du Maréchal Foch,,33680,LACANAU,33214,+33 5 56 26 33 99,+33 6 79 66 96 43,contact@bocosurf.com,https://bocosurf.com/,-1.2013559999999999,45.0034652,Oui,"
",Surf,,,Ecole Française de Surf # Famille Plus,01/07/2020|31/08/2020|09:30||||,"Tarif de base|30,00|32,00|Stage mi-temps (5 x 2h de cours)",,,,
ASCAQU040V50NPRM,03/01/2020,Activité sportive,Bodyboard Academy,2 avenue de l'Océan,,,,40200,MIMIZAN,40184,,+33 6 20 52 57 40,academybodyboard@gmail.com,,-1.2304537,44.22114570000001,Oui,"
",Bodyboard # Bodyboard,,,,01/04/2020|31/10/2020|||||,,,,Parking,
ASCAQU033V50JBF4,21/01/2020,Activité sportive,Bordeaux Tout Terrain,,,Route des Lacs,,33240,SAINT-LAURENT-D'ARCE,33425,+33 5 57 58 40 33,+33 6 16 25 79 36,contact@bordeauxtt.com,https://www.bordeauxtt.com/,-0.4742651,45.0325516,Oui,"
",Quad # Canoé kayak # Stand-up-paddle-board # Moto-cross # Pédalo,,,Vignobles et découvertes,02/01/2020|31/12/2020||||| # 02/05/2020|04/10/2020|||||,,,,Accessible en poussette # Aire de pique-nique # Bar # Parking # Parking autocar # Restauration # Salle(s) de réunion,
ASCAQU040V504FEH,03/01/2020,Activité sportive,Boudigau SUP ,,,4 Impasse de L'Esquiro ,,40530,LABENNE OCEAN,40133,,+33 6 69 63 10 37,contact@boudigau-sup.com,http://www.boudigau-sup.com/,-1.4430774,43.6217802,Oui,"
",Stand-up-paddle-board,,,,,,,,,
ASCAQU040V50GQSN,03/01/2020,Activité sportive,By The Wave,,,Avenue de l'océan,,40660,MOLIETS-ET-MAA,40187,,,contact@by-the-wave.com,http://bythewave.surf,-1.3845739,43.851942799999996,Oui,"
",Surf,,,,,,,,,
